Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status
40,Secuencias adicionales de los informes satelitales,340001,(Datos de nivel 1c de IASI),,001007,Identificador del satélite,,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,001031,Identificación del centro de origen/generación,,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,002019,Instrumentos de satélite,,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,002020,Clasificación de los satélites,,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,004001,Año,,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,004002,Mes,,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,004003,Día,,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,004004,Hora,,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,004005,Minuto,,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,202131,Cambio de escala,Añadir 3 a la escala,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,201138,Cambio de anchura de datos,Añadir 10 a la anchura,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,004006,Segundo,,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,201000,Cambio de anchura de datos,Anular,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,202000,Cambio de escala,Anular,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,005001,Latitud (alta precisión),,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,006001,Longitud (alta precisión),,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,007024,Ángulo cenital del satélite,,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,005021,Rumbo o azimut,,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,007025,Ángulo cenital del sol,,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,005022,Azimut solar,,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,005043,Número del campo de visión,,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,005040,Número orbital,,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,201133,Cambio de anchura de datos,Añadir 5 a la anchura,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,005041,Número de la línea de exploración,,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,201000,Cambio de anchura de datos,Anular,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,201132,Cambio de anchura de datos,Añadir 4 a la anchura,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,025070,Número de tramas principales,,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,201000,Cambio de anchura de datos,Anular,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,202126,Cambio de escala,Sustraer 2 a la escala,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,007001,Altura de la estación,,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,202000,Cambio de escala,Anular,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,033060,GqisFlagQual — IASI individual -banderín de calidad del sistema,,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,033061,GqisQualIndex —indicador del funcionamiento del ruido instrumental (contribuciones de calibración espectral y radiométrica),,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,033062,GqisQualIndexLoc — indicador del índice de calidad geométrica,,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,033063,GqisQualIndexRad — indicador del funcionamiento del ruido instrumental (contribuciones de calibración radiométrica),,,,Operational
40,Secuencias adicionales de los informes satelitales,,,,033064,GqisQualIndexRad — indicador del funcionamiento del ruido instrumental (contribuciones de calibración espectral),,,,Operational
